mim_number,mim_name,prefix
611057,MOVED TO 603989,Caret
611058,PEROXISOME BIOGENESIS FACTOR 5-LIKE; PEX5L,Asterisk
611059,WD REPEAT-CONTAINING PROTEIN 82; WDR82,Asterisk
611060,SET-BINDING PROTEIN 1; SETBP1,Asterisk
611061,"FAMILY WITH SEQUENCE SIMILARITY 20, MEMBER C; FAM20C",Asterisk
611062,"FAMILY WITH SEQUENCE SIMILARITY 20, MEMBER A; FAM20A",Asterisk
611063,"FAMILY WITH SEQUENCE SIMILARITY 20, MEMBER B; FAM20B",Asterisk
611064,"ASTHMA-RELATED TRAITS, SUSCEPTIBILITY TO, 5",Number Sign
611065,"PROTEIN PHOSPHATASE, MAGNESIUM/MANGANESE-DEPENDENT, 1K; PPM1K",Asterisk
611066,PH DOMAIN AND LEUCINE-RICH REPEAT PROTEIN PHOSPHATASE-LIKE; PHLPPL,Asterisk
611067,"SPINAL MUSCULAR ATROPHY, DISTAL, AUTOSOMAL RECESSIVE, 4; DSMA4",Number Sign
611068,"SMALL NUCLEOLAR RNA, C/D BOX, 43; SNORD43",Asterisk
611069,"RNA, U86 SMALL NUCLEOLAR",Asterisk
611070,"SMALL NUCLEOLAR RNA, C/D BOX, 83A; SNORD83A",Asterisk
611071,"SMALL NUCLEOLAR RNA, C/D BOX, 83B; SNORD83B",Asterisk
611072,"DNAJ/HSP40 HOMOLOG, SUBFAMILY C, MEMBER 24; DNAJC24",Asterisk
611073,ALZHEIMER DISEASE 12,Percent
611074,"BRAIN-SPECIFIC HOMEOBOX, MOUSE, HOMOLOG OF; BSX",Asterisk
611075,"DPH5, S. CEREVISIAE, HOMOLOG OF; DPH5",Asterisk
611076,5-PRIME-NUCLEOTIDASE DOMAIN-CONTAINING PROTEIN 3; NT5DC3,Asterisk
611077,COILED-COIL-HELIX-COILED-COIL-HELIX DOMAIN-CONTAINING PROTEIN 4; CHCHD4,Asterisk
611078,COBALAMIN SYNTHETASE W DOMAIN-CONTAINING PROTEIN 1; CBWD1,Asterisk
611079,COBALAMIN SYNTHETASE W DOMAIN-CONTAINING PROTEIN 2; CBWD2,Asterisk
611080,COBALAMIN SYNTHETASE W DOMAIN-CONTAINING PROTEIN 3; CBWD3,Asterisk
611081,INFLAMMATORY BOWEL DISEASE (CROHN DISEASE) 10; IBD10,Number Sign
611082,MIAT GENE; MIAT,Asterisk
611083,"ALCOHOL DEHYDROGENASE, IRON-CONTAINING, 1; ADHFE1",Asterisk
611084,FORKHEAD BOX D4-LIKE 1; FOXD4L1,Asterisk
611085,FORKHEAD BOX D4-LIKE 4; FOXD4L4,Asterisk
611086,FORKHEAD BOX D4-LIKE 3; FOXD4L3,Asterisk
611087,"POLYHYDRAMNIOS, MEGALENCEPHALY, AND SYMPTOMATIC EPILEPSY; PMSE",Number Sign
611088,COILED-COIL DOMAIN-CONTAINING PROTEIN 65; CCDC65,Asterisk
611089,MYOTUBULARIN-RELATED PROTEIN 14; MTMR14,Asterisk
611090,"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 12; MRT12",Number Sign
611091,"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 5; MRT5",Number Sign
611092,"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 6; MRT6",Number Sign
611093,"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 7; MRT7",Number Sign
611094,MOVED TO 614300,Caret
611095,"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 9; MRT9",Percent
611096,"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 10; MRT10",Percent
611097,"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 11; MRT11",Percent
611098,SIX-TRANSMEMBRANE EPITHELIAL ANTIGEN OF PROSTATE 4; STEAP4,Asterisk
611099,"PROTEIN DISULFIDE ISOMERASE, FAMILY A, MEMBER 6; PDIA6",Asterisk
611100,"PROSTATE CANCER, HEREDITARY, 10; HPC10",Percent
611101,PLECKSTRIN HOMOLOGY DOMAIN- AND RhoGEF DOMAIN-CONTAINING PROTEIN G5; PLEKHG5,Asterisk
611102,DEAFNESS-INFERTILITY SYNDROME; DIS,Number Sign
611103,"ACYL-CoA DEHYDROGENASE FAMILY, MEMBER 9; ACAD9",Asterisk
611104,"FYVE, RhoGEF, AND PH DOMAIN-CONTAINING PROTEIN 4; FGD4",Asterisk
611105,LEUKOENCEPHALOPATHY WITH BRAINSTEM AND SPINAL CORD INVOLVEMENT AND LACTATE ELEVATION; LBSL,Number Sign
611106,ZINC FINGER CCCH DOMAIN-CONTAINING PROTEIN 12D; ZC3H12D,Asterisk
611107,"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 4; MRT4",Percent
611108,VON WILLEBRAND FACTOR C DOMAIN-CONTAINING PROTEIN 2; VWC2,Asterisk
611109,"CINNAMON ODOR, PLEASANTNESS OF",Percent
611110,MAP3K7 C-TERMINAL-LIKE PROTEIN; MAP3K7CL,Asterisk
611111,DEVELOPMENTAL PLURIPOTENCY-ASSOCIATED GENE 5; DPPA5,Asterisk
611112,"DAPPER, ANTAGONIST OF BETA-CATENIN, 3; DACT3",Asterisk
611113,CEMENTUM PROTEIN 1; CEMP1,Asterisk
611114,MICRO RNA 150; MIR150,Asterisk
611115,VON WILLEBRAND FACTOR C AND EGF DOMAIN-CONTAINING PROTEIN; VWCE,Asterisk
611116,MICRO RNA 208A; MIR208A,Asterisk
611117,PROTEIN PHOSPHATASE METHYLESTERASE 1; PPME1,Asterisk
611118,NUCLEAR PRELAMIN A RECOGNITION FACTOR-LIKE; NARFL,Asterisk
611119,KELCH-LIKE 7; KLHL7,Asterisk
611120,"SERINE PALMITOYLTRANSFERASE, LONG-CHAIN BASE SUBUNIT 3; SPTLC3",Asterisk
611121,CALMIN; CLMN,Asterisk
611122,ANKYRIN REPEAT DOMAIN-CONTAINING PROTEIN 28; ANKRD28,Asterisk
611123,EPHRIN RECEPTOR EphA10; EPHA10,Asterisk
611124,MAJOR FACILITATOR SUPERFAMILY DOMAIN-CONTAINING PROTEIN 8; MFSD8,Asterisk
611125,DERMATAN SULFATE EPIMERASE-LIKE; DSEL,Asterisk
611126,MITOCHONDRIAL COMPLEX I DEFICIENCY DUE TO ACAD9 DEFICIENCY,Number Sign
611127,UBIQUITIN-LIKE 4B; UBL4B,Asterisk
611128,MAM DOMAIN-CONTAINING GLYCOSYLPHOSPHATIDYLINOSITOL ANCHOR 2; MDGA2,Asterisk
611129,WW DOMAIN-BINDING PROTEIN 1-LIKE; WBP1L,Asterisk
611130,"CHMP FAMILY, MEMBER 7; CHMP7",Asterisk
611131,RETINITIS PIGMENTOSA 37; RP37,Number Sign
611132,RIBOKINASE; RBKS,Asterisk
611133,"SMALL NUCLEOLAR RNA, C/D BOX, 82; SNORD82",Asterisk
611134,"MECKEL SYNDROME, TYPE 4; MKS4",Number Sign
611135,"KLOTHO, BETA; KLB",Asterisk
611136,"EPILEPSY, IDIOPATHIC GENERALIZED, SUSCEPTIBILITY TO, 13; EIG13",Number Sign
611137,"PROTEASOME SUBUNIT, BETA-TYPE, 11; PSMB11",Asterisk
611138,SPERMATID PERINUCLEAR RNA-BINDING PROTEIN; STRBP,Asterisk
611139,"CORONARY HEART DISEASE, SUSCEPTIBILITY TO, 8; CHDS8",Percent
611140,"TELOMERE MAINTENANCE 2, S. CEREVISIAE, HOMOLOG OF; TELO2",Asterisk
611141,"MINDBOMB, DROSOPHILA, HOMOLOG OF, 2; MIB2",Asterisk
611142,CYTOSKELETON-ASSOCIATED PROTEIN 5; CKAP5,Asterisk
611143,"FAMILY WITH SEQUENCE SIMILARITY 175, MEMBER A; FAM175A",Asterisk
611144,"FAMILY WITH SEQUENCE SIMILARITY 175, MEMBER B; FAM175B",Asterisk
611145,"SOLUTE CARRIER FAMILY 30 (ZINC TRANSPORTER), MEMBER 8; SLC30A8",Asterisk
611146,"SOLUTE CARRIER FAMILY 30 (ZINC TRANSPORTER), MEMBER 10; SLC30A10",Asterisk
611147,PAROXYSMAL NONKINESIGENIC DYSKINESIA 2; PNKD2,Percent
611148,"SOLUTE CARRIER FAMILY 30 (ZINC TRANSPORTER), MEMBER 6; SLC30A6",Asterisk
611149,"SOLUTE CARRIER FAMILY 30 (ZINC TRANSPORTER), MEMBER 7; SLC30A7",Asterisk
611150,ATAXIN 10; ATXN10,Asterisk
611151,"tRNA METHYLTRANSFERASE 2, S. CEREVISIAE, HOMOLOG OF, A; TRMT2A",Asterisk
611152,ALZHEIMER DISEASE 13; AD13,Percent
611153,XPA GENE; XPA,Asterisk
611154,ALZHEIMER DISEASE 14; AD14,Percent
611155,ALZHEIMER DISEASE 15; AD15,Percent
611156,ENDOPLASMIC RETICULUM METALLOPEPTIDASE 1; ERMP1,Asterisk
611157,MRG/MORF4L-BINDING PROTEIN; MRGBP,Asterisk
611158,"KERATIN 77, TYPE II; KRT77",Asterisk
611159,"KERATIN 78, TYPE II; KRT78",Asterisk
611160,"KERATIN 79, TYPE II; KRT79",Asterisk
611161,"KERATIN 80, TYPE II; KRT80",Asterisk
611162,"MALARIA, SUSCEPTIBILITY TO",Number Sign
611163,TOX HIGH MOBILITY GROUP BOX FAMILY MEMBER 2; TOX2,Asterisk
611164,ARGININE-FIFTY HOMEOBOX; ARGFX,Asterisk
611165,DIVERGENT-PAIRED RELATED HOMEOBOX; DPRX,Asterisk
611166,TETRAPEPTIDE REPEAT HOMEOBOX 1; TPRX1,Asterisk
611167,TETRAPEPTIDE REPEAT HOMEOBOX-LIKE; TPRXL,Asterisk
611168,DOUBLE HOMEOBOX A; DUXA,Asterisk
611169,"CATION CHANNEL, SPERM-ASSOCIATED, AUXILIARY SUBUNIT BETA; CATSPERB",Asterisk
611170,STERILE ALPHA MOTIF DOMAIN-CONTAINING PROTEIN 9-LIKE; SAMD9L,Asterisk
611171,SHOOTIN1; SHTN1,Asterisk
611172,MICRO RNA 34A; MIR34A,Asterisk
611173,MICRO RNA 375; MIR375,Asterisk
611174,HAMAMY SYNDROME; HMMS,Number Sign
611175,OBG-LIKE ATPase 1; OLA1,Asterisk
611176,JNK/MAPK8-ASSOCIATED MEMBRANE PROTEIN; JKAMP,Asterisk
611177,"INTRAFLAGELLAR TRANSPORT 80, CHLAMYDOMONAS, HOMOLOG OF; IFT80",Asterisk
611178,GALANIN-LIKE PEPTIDE; GALP,Asterisk
611179,SHROOM FAMILY MEMBER 1; SHROOM1,Asterisk
611180,COFACTOR OF BRCA1; COBRA1,Asterisk
611181,"ACYL-CoA DEHYDROGENASE FAMILY, MEMBER 10; ACAD10",Asterisk
611182,"CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIh; CDG2H",Number Sign
611183,"BRICK1, SCAR/WAVE ACTIN-NUCLEATING COMPLEX SUBUNIT; BRK1",Asterisk
611184,PIEZO-TYPE MECHANOSENSITIVE ION CHANNEL COMPONENT 1; PIEZO1,Asterisk
611185,"RESTLESS LEGS SYNDROME, SUSCEPTIBILITY TO, 6; RLS6",Percent
611186,MICRO RNA 9-1; MIR9-1,Asterisk
611187,MICRO RNA 9-2; MIR9-2,Asterisk
611188,MICRO RNA 9-3; MIR9-3,Asterisk
611189,MICRO RNA 197; MIR197,Asterisk
611190,MICRO RNA 346; MIR346,Asterisk
611191,MICRO RNA 125A; MIR125A,Asterisk
611192,ANKYRIN REPEAT DOMAIN-CONTAINING PROTEIN 11; ANKRD11,Asterisk
611193,"RIBOSOMAL RNA-PROCESSING 15, S. CEREVISIAE, HOMOLOG OF; RRP15",Asterisk
611194,RUN AND FYVE DOMAINS-CONTAINING PROTEIN 3; RUFY3,Asterisk
611195,JANUS KINASE AND MICROTUBULE-INTERACTING PROTEIN 1; JAKMIP1,Asterisk
611196,ZINC FINGER MIZ-DOMAIN CONTAINING 2; ZMIZ2,Asterisk
611197,JANUS KINASE AND MICROTUBULE-INTERACTING PROTEIN 2; JAKMIP2,Asterisk
611198,JANUS KINASE AND MICROTUBULE-INTERACTING PROTEIN 3; JAKMIP3,Asterisk
611199,DNTT-INTERACTING PROTEIN 2; DNTTIP2,Asterisk
611200,TUDOR DOMAIN-CONTAINING PROTEIN 6; TDRD6,Asterisk
611201,KELCH-LIKE 9; KLHL9,Asterisk
611202,N-ACYLSPHINGOSINE AMIDOHYDROLASE 2; ASAH2,Asterisk
611203,"DNAJ/HSP40 HOMOLOG, SUBFAMILY C, MEMBER 5; DNAJC5",Asterisk
611204,COILED-COIL DOMAIN-CONTAINING PROTEIN 88C; CCDC88C,Asterisk
611205,COILED-COIL DOMAIN-CONTAINING PROTEIN 88B; CCDC88B,Asterisk
611206,"DNAJ/HSP40 HOMOLOG, SUBFAMILY C, MEMBER 9; DNAJC9",Asterisk
611207,"DNAJ/HSP40 HOMOLOG, SUBFAMILY C, MEMBER 1; DNAJC1",Asterisk
611208,HETEROGENEOUS NUCLEAR RIBONUCLEOPROTEIN L-LIKE; HNRNPLL,Asterisk
611209,"CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIg; CDG2G",Number Sign
611210,PDZ-BINDING KINASE; PBK,Asterisk
611211,RECEPTOR EXPRESSED IN LYMPHOID TISSUES; RELT,Asterisk
611212,RELT-LIKE 1; RELL1,Asterisk
611213,RELT-LIKE 2; RELL2,Asterisk
611214,"TSR1, 20S rRNA ACCUMULATION, S. CEREVISIAE, HOMOLOG OF; TSR1",Asterisk
611215,PRADER-WILLI REGION NONCODING RNA 1; PWRN1,Asterisk
611216,UBX DOMAIN PROTEIN 4; UBXN4,Asterisk
611217,PRADER-WILLI REGION NONCODING RNA 2; PWRN2,Asterisk
611218,GASDERMIN A; GSDMA,Asterisk
611219,"UNC45, C. ELEGANS, HOMOLOG OF, A; UNC45A",Asterisk
611220,"UNC45, C. ELEGANS, HOMOLOG OF, B; UNC45B",Asterisk
611221,GASDERMIN B; GSDMB,Asterisk
611222,"MICROPHTHALMIA, SYNDROMIC 10; MCOPS10",Percent
611223,V-AKT MURINE THYMOMA VIRAL ONCOGENE HOMOLOG 3; AKT3,Asterisk
611224,"SUCCINATE-CoA LIGASE, ALPHA SUBUNIT; SUCLG1",Asterisk
611225,"SPASTIC PARAPLEGIA 18, AUTOSOMAL RECESSIVE; SPG18",Number Sign
611226,ARMADILLO REPEAT-CONTAINING PROTEIN 3; ARMC3,Asterisk
611227,HYDROGEN VOLTAGE-GATED CHANNEL 1; HVCN1,Asterisk
611228,"CHARCOT-MARIE-TOOTH DISEASE, TYPE 4J; CMT4J",Number Sign
611229,ENDOPLASMIC RETICULUM LECTIN 1; ERLEC1,Asterisk
611230,NON-SMC CONDENSIN II COMPLEX SUBUNIT H2; NCAPH2,Asterisk
611231,CLAUDIN 8; CLDN8,Asterisk
611232,CLAUDIN 12; CLDN12,Asterisk
611233,ARGININE-RICH PROTEIN MUTATED IN EARLY STAGE TUMORS-LIKE 1; ARMETL1,Asterisk
611234,"FAMILY WITH SEQUENCE SIMILARITY 84, MEMBER A; FAM84A",Asterisk
611235,TRANSMEMBRANE PROTEIN 38A; TMEM38A,Asterisk
611236,TRANSMEMBRANE PROTEIN 38B; TMEM38B,Asterisk
611237,BTB/POZ DOMAIN-CONTAINING PROTEIN 9; BTBD9,Asterisk
611238,COILED-COIL-HELIX-COILED-COIL-HELIX DOMAIN-CONTAINING PROTEIN 7; CHCHD7,Asterisk
611239,G PROTEIN-REGULATED INDUCER OF NEURITE OUTGROWTH 1; GPRIN1,Asterisk
611240,G PROTEIN-REGULATED INDUCER OF NEURITE OUTGROWTH 2; GPRIN2,Asterisk
611241,G PROTEIN-REGULATED INDUCER OF NEURITE OUTGROWTH 3; GPRIN3,Asterisk
611242,"RESTLESS LEGS SYNDROME, SUSCEPTIBILITY TO, 5; RLS5",Percent
611243,"tRNA-WYBUTOSINE-SYNTHESIZING PROTEIN 1, S. CEREVISIAE, HOMOLOG OF; TYW1",Asterisk
611244,"tRNA METHYLTRANSFERASE 12, S. CEREVISIAE, HOMOLOG OF; TRMT12",Asterisk
611245,"tRNA-WYBUTOSINE-SYNTHESIZING PROTEIN 3, S. CEREVISIAE, HOMOLOG OF; TYW3",Asterisk
611246,LEUCINE CARBOXYL METHYLTRANSFERASE 2; LCMT2,Asterisk
611247,MAJOR AFFECTIVE DISORDER 4; MAFD4,Percent
611248,KELCH DOMAIN-CONTAINING PROTEIN 3; KLHDC3,Asterisk
611249,MICRO RNA LET7B; MIRLET7B,Asterisk
611250,MICRO RNA LET7E; MIRLET7E,Asterisk
611251,PATCHED DOMAIN-CONTAINING PROTEIN 2; PTCHD2,Asterisk
611252,"SPASTIC PARAPLEGIA 32, AUTOSOMAL RECESSIVE; SPG32",Percent
611253,KINESIN FAMILY MEMBER 27; KIF27,Asterisk
611254,KINESIN FAMILY MEMBER 7; KIF7,Asterisk
611255,NADPH OXIDASE ACTIVATOR 1; NOXA1,Asterisk
611256,NADPH OXIDASE ORGANIZER 1; NOXO1,Asterisk
611257,TRANSMEMBRANE PROTEIN 132D; TMEM132D,Asterisk
611258,TUDOR DOMAIN-CONTAINING PROTEIN 7; TDRD7,Asterisk
611259,CDK5 REGULATORY SUBUNIT-ASSOCIATED PROTEIN 1-LIKE 1; CDKAL1,Asterisk
611260,THREONINE SYNTHASE-LIKE 1; THNSL1,Asterisk
611261,THREONINE SYNTHASE-LIKE 2; THNSL2,Asterisk
611262,DEOXYHYPUSINE HYDROXYLASE; DOHH,Asterisk
611263,SHORT-RIB THORACIC DYSPLASIA 2 WITH OR WITHOUT POLYDACTYLY; SRTD2,Number Sign
611264,CENTROMERIC PROTEIN W; CENPW,Asterisk
611265,"PEROXISOMAL PROLIFERATOR-ACTIVATED RECEPTOR ALPHA-INTERACTING COFACTOR COMPLEX, 285-KD SUBUNIT",Asterisk
611266,"POTE ANKYRIN DOMAIN FAMILY, MEMBER K, PSEUDOGENE; POTEKP",Asterisk
611267,"OLFACTORY RECEPTOR, FAMILY 51, SUBFAMILY E, MEMBER 1; OR51E1",Asterisk
611268,"OLFACTORY RECEPTOR, FAMILY 51, SUBFAMILY E, MEMBER 2; OR51E2",Asterisk
611269,NUCLEOLAR PROTEIN WITH MIF4G DOMAIN 1; NOM1,Asterisk
611270,"N-ETHYLMALEIMIDE-SENSITIVE FACTOR ATTACHMENT PROTEIN, BETA; NAPB",Asterisk
611271,KINESIN FAMILY MEMBER 18A; KIF18A,Asterisk
611272,ZINC FINGER PROTEIN WITH KRAB AND SCAN DOMAINS 5; ZKSCAN5,Asterisk
611273,"LBX1 COREPRESSOR 1, MOUSE, HOMOLOG OF; LBXCOR1",Asterisk
611274,"GLAUCOMA 1, OPEN ANGLE, N; GLC1N",Percent
611275,BCL2/ADENOVIRUS E1B 19-KD PROTEIN-INTERACTING PROTEIN 2-LIKE; BNIPL,Asterisk
611276,"GLAUCOMA 1, OPEN ANGLE, H; GLC1H",Percent
611277,"GENERALIZED EPILEPSY WITH FEBRILE SEIZURES PLUS, TYPE 3; GEFSP3",Number Sign
611278,KINESIN FAMILY MEMBER 12; KIF12,Asterisk
611279,KINESIN FAMILY MEMBER 14; KIF14,Asterisk
611280,KELCH DOMAIN-CONTAINING PROTEIN 2; KLHDC2,Asterisk
611281,KELCH DOMAIN-CONTAINING PROTEIN 1; KLHDC1,Asterisk
611282,DYNAMIN-BINDING PROTEIN; DNMBP,Asterisk
611283,ISOBUTYRYL-CoA DEHYDROGENASE DEFICIENCY,Number Sign
611284,"DYSTONIA, FOCAL, TASK-SPECIFIC; FTSD",Percent
611285,POTASSIUM CHANNEL TETRAMERIZATION DOMAIN-CONTAINING PROTEIN 5; KCTD5,Asterisk
611286,RNA TERMINAL PHOSPHATE CYCLASE DOMAIN-CONTAINING PROTEIN 1; RTCD1,Asterisk
611287,"CORNICHON, DROSOPHILA, HOMOLOG OF; CNIH",Asterisk
611288,"CORNICHON, DROSOPHILA, HOMOLOG OF, 2; CNIH2",Asterisk
611289,LEUCINE-RICH ALPHA-2-GLYCOPROTEIN 1; LRG1,Asterisk
611290,NONHOMOLOGOUS END-JOINING FACTOR 1; NHEJ1,Asterisk
611291,"SEVERE COMBINED IMMUNODEFICIENCY WITH MICROCEPHALY, GROWTH RETARDATION, AND SENSITIVITY TO IONIZING RADIATION",Number Sign
611292,CLAVESIN 1; CLVS1,Asterisk
611293,COILED-COIL DOMAIN-CONTAINING PROTEIN 86; CCDC86,Asterisk
611294,ONE CUT HOMEOBOX 3; ONECUT3,Asterisk
611295,KELCH-LIKE 24; KLHL24,Asterisk
611296,ANNEXIN A2 RECEPTOR; ANXA2R,Asterisk
611297,ODD-SKIPPED-RELATED 2; OSR2,Asterisk
611298,KIAA1324,Asterisk
611299,G2/M PHASE-SPECIFIC E3 UBIQUITIN LIGASE; G2E3,Asterisk
611300,"La RIBONUCLEOPROTEIN DOMAIN FAMILY, MEMBER 6; LARP6",Asterisk
611301,CHROMOSOME 17 OPEN READING FRAME 70; C17ORF70,Asterisk
611302,"SPASTIC ATAXIA 2, AUTOSOMAL RECESSIVE; SPAX2",Number Sign
611303,"C-TYPE LECTIN DOMAIN FAMILY 16, MEMBER A; CLEC16A",Asterisk
611304,TRANSMEMBRANE PROTEIN 159; TMEM159,Asterisk
611305,"ACTIN-BINDING LIM PROTEIN FAMILY, MEMBER 3; ABLIM3",Asterisk
611306,"SCAVENGER RECEPTOR CLASS A, MEMBER 5; SCARA5",Asterisk
611307,"MUSCULAR DYSTROPHY, LIMB-GIRDLE, AUTOSOMAL RECESSIVE 12; LGMDR12",Number Sign
611308,"PERSISTENT HYPERPLASTIC PRIMARY VITREOUS, AUTOSOMAL DOMINANT; PHPVAD",Percent
611309,CHROMOSOME 10 OPEN READING FRAME 10; C10ORF10,Asterisk
611310,PHOSPHOSERYL-tRNA KINASE; PSTK,Asterisk
611311,MOVED TO 221900,Caret
611312,CORNULIN; CRNN,Asterisk
611313,ARMS2 GENE; ARMS2,Asterisk
611314,HIGH MOBILITY GROUP NUCLEOSOMAL BINDING PROTEIN 2 PSEUDOGENE 46; HMGN2P46,Asterisk
611315,ZINC FINGER- AND SCAN DOMAIN-CONTAINING PROTEIN 20; ZSCAN20,Asterisk
611316,"SOLUTE CARRIER FAMILY 12 (SODIUM/POTASSIUM/CHLORIDE TRANSPORTER), MEMBER 8; SLC12A8",Asterisk
611317,"PHOSPHATIDYLINOSITOL 3-KINASE, REGULATORY SUBUNIT 5; PIK3R5",Asterisk
611318,MEDIATOR COMPLEX SUBUNIT 12-LIKE; MED12L,Asterisk
611319,INTERFERON-ALPHA-INDUCIBLE PROTEIN 27-LIKE 2; IFI27L2,Asterisk
611320,"FAMILY WITH SEQUENCE SIMILARITY 14, MEMBER B; FAM14B",Asterisk
611321,CALSYNTENIN 1; CLSTN1,Asterisk
611322,"DNAJ/HSP40 HOMOLOG, SUBFAMILY A, MEMBER 2; DNAJA2",Asterisk
611323,CALSYNTENIN 2; CLSTN2,Asterisk
611324,CALSYNTENIN 3; CLSTN3,Asterisk
611325,TRANSFORMING GROWTH FACTOR-BETA REGULATOR 4; TBRG4,Asterisk
611326,CELL CYCLE PROGRESSION 1; CCPG1,Asterisk
611327,"DNAJ/HSP40 HOMOLOG, SUBFAMILY B, MEMBER 4; DNAJB4",Asterisk
611328,"DNAJ/HSP40 HOMOLOG, SUBFAMILY B, MEMBER 5; DNAJB5",Asterisk
611329,SMALL CAJAL BODY-SPECIFIC RNA 18; SCARNA18,Asterisk
611330,"SMALL NUCLEOLAR RNA, H/ACA BOX, 12; SNORA12",Asterisk
611331,"SMALL NUCLEOLAR RNA, H/ACA BOX, 74B; SNORA74B",Asterisk
611332,"DNAJ/HSP40 HOMOLOG, SUBFAMILY B, MEMBER 6; DNAJB6",Asterisk
611333,"SMALL NUCLEOLAR RNA, H/ACA BOX, 3B; SNORA3B",Asterisk
611334,"SMALL NUCLEOLAR RNA, H/ACA BOX, 81; SNORA81",Asterisk
611335,"SMALL NUCLEOLAR RNA, H/ACA BOX, 5C; SNORA5C",Asterisk
611336,"DNAJ/HSP40 HOMOLOG, SUBFAMILY B, MEMBER 7; DNAJB7",Asterisk
611337,"DNAJ/HSP40 HOMOLOG, SUBFAMILY B, MEMBER 8; DNAJB8",Asterisk
611338,"AUTOPHAGY 4, S. CEREVISIAE, HOMOLOG OF, B; ATG4B",Asterisk
611339,"AUTOPHAGY 4, S. CEREVISIAE, HOMOLOG OF, C; ATG4C",Asterisk
611340,"AUTOPHAGY 4, S. CEREVISIAE, HOMOLOG OF, D; ATG4D",Asterisk
611341,"DNAJ/HSP40 HOMOLOG, SUBFAMILY B, MEMBER 11; DNAJB11",Asterisk
611342,CHROMOSOME 9 OPEN READING FRAME 64; C9ORF64,Asterisk
611343,CHROMOSOME 9 OPEN READING FRAME 103; C9ORF103,Asterisk
611344,RAS AND EF-HAND DOMAINS-CONTAINING PROTEIN; RASEF,Asterisk
611345,INTEGRATOR COMPLEX SUBUNIT 1; INTS1,Asterisk
611346,INTEGRATOR COMPLEX SUBUNIT 2; INTS2,Asterisk
611347,INTEGRATOR COMPLEX SUBUNIT 3; INTS3,Asterisk
611348,INTEGRATOR COMPLEX SUBUNIT 4; INTS4,Asterisk
611349,INTEGRATOR COMPLEX SUBUNIT 5; INTS5,Asterisk
611350,INTEGRATOR COMPLEX SUBUNIT 7; INTS7,Asterisk
611351,INTEGRATOR COMPLEX SUBUNIT 8; INTS8,Asterisk
611352,INTEGRATOR COMPLEX SUBUNIT 9; INTS9,Asterisk
611353,INTEGRATOR COMPLEX SUBUNIT 10; INTS10,Asterisk
611354,CLEAVAGE AND POLYADENYLATION-SPECIFIC FACTOR 3-LIKE; CPSF3L,Asterisk
611355,INTEGRATOR COMPLEX SUBUNIT 12; INTS12,Asterisk
611356,G KINASE-ANCHORING PROTEIN 1; GKAP1,Asterisk
611357,TERMINAL NUCLEOTIDYLTRANSFERASE 5A; TENT5A,Asterisk
611358,RING FINGER PROTEIN 135; RNF135,Asterisk
611359,ACTIVATING MOLECULE IN BECLIN 1-REGULATED AUTOPHAGY; AMBRA1,Asterisk
611360,FANCI GENE; FANCI,Asterisk
611361,UBIQUITIN-ACTIVATING ENZYME E1-LIKE 2; UBE1L2,Asterisk
611362,UBIQUITIN-CONJUGATING ENZYME E2Z; UBE2Z,Asterisk
611363,ATRIAL SEPTAL DEFECT 4; ASD4,Number Sign
611364,"MYOCLONIC EPILEPSY, JUVENILE, SUSCEPTIBILITY TO, 4; EJM4",Percent
611365,TRANSMEMBRANE PROTEIN 183B; TMEM183B,Asterisk
611366,CHROMOSOME 12 OPEN READING FRAME 10; C12ORF10,Asterisk
611367,ASPARTYL AMINOPEPTIDASE; DNPEP,Asterisk
611368,"MAELSTROM, DROSOPHILA, HOMOLOG OF; MAEL",Asterisk
611369,LETHAL CONGENITAL CONTRACTURE SYNDROME 3; LCCS3,Number Sign
611370,FGGY CARBOHYDRATE KINASE DOMAIN-CONTAINING PROTEIN; FGGY,Asterisk
611371,ZINC FINGER PROTEIN 653; ZNF653,Asterisk
611372,SMALL ADP-RIBOSYLATION FACTOR GTPase-ACTIVATING PROTEIN 1; SMAP1,Asterisk
611373,LIVER-EXPRESSED ANTIMICROBIAL PEPTIDE 2; LEAP2,Asterisk
611374,MICRO RNA 34B; MIR34B,Asterisk
611375,MICRO RNA 34C; MIR34C,Asterisk
611376,MUNGAN SYNDROME; MGS,Number Sign
611377,"BRACHYDACTYLY, TYPE B2; BDB2",Number Sign
611378,"MACULAR DEGENERATION, AGE-RELATED, 9; ARMD9",Number Sign
611379,"DISCO-INTERACTING PROTEIN 2, DROSOPHILA, HOMOLOG OF, B; DIP2B",Asterisk
611380,"DISCO-INTERACTING PROTEIN 2, DROSOPHILA, HOMOLOG OF, C; DIP2C",Asterisk
611381,"KALA-AZAR, SUSCEPTIBILITY TO, 2; KAZA2",Percent
